year,famsize,children,pov_thresh,over65
2020,1,0,13465,0
2020,2,0,17331,0
2020,2,1,17839,0
2020,3,0,20244,0
2020,3,1,20832,0
2020,3,2,20852,0
2020,4,0,26695,0
2020,4,1,27131,0
2020,4,2,26246,0
2020,4,3,26338,0
2020,5,0,32193,0
2020,5,1,32661,0
2020,5,2,31661,0
2020,5,3,30887,0
2020,5,4,30414,0
2020,6,0,37027,0
2020,6,1,37174,0
2020,6,2,36408,0
2020,6,3,35674,0
2020,6,4,34582,0
2020,6,5,33935,0
2020,7,0,42605,0
2020,7,1,42871,0
2020,7,2,41954,0
2020,7,3,41314,0
2020,7,4,40124,0
2020,7,5,38734,0
2020,7,6,37210,0
2020,8,0,47650,0
2020,8,1,48071,0
2020,8,2,47205,0
2020,8,3,46447,0
2020,8,4,45371,0
2020,8,5,44006,0
2020,8,6,42585,0
2020,8,7,42224,0
2020,9,0,57319,0
2020,9,1,57597,0
2020,9,2,56831,0
2020,9,3,56188,0
2020,9,4,55132,0
2020,9,5,53679,0
2020,9,6,52366,0
2020,9,7,52040,0
2020,9,8,50035,0
2020,10,0,57319,0
2020,10,1,57597,0
2020,10,2,56831,0
2020,10,3,56188,0
2020,10,4,55132,0
2020,10,5,53679,0
2020,10,6,52366,0
2020,10,7,52040,0
2020,10,8,50035,0
2020,10,9,50035,0
2020,11,0,57319,0
2020,11,1,57597,0
2020,11,2,56831,0
2020,11,3,56188,0
2020,11,4,55132,0
2020,11,5,53679,0
2020,11,6,52366,0
2020,11,7,52040,0
2020,11,8,50035,0
2020,11,9,50035,0
2020,11,10,50035,0
2020,12,0,57319,0
2020,12,1,57597,0
2020,12,2,56831,0
2020,12,3,56188,0
2020,12,4,55132,0
2020,12,5,53679,0
2020,12,6,52366,0
2020,12,7,52040,0
2020,12,8,50035,0
2020,12,9,50035,0
2020,12,10,50035,0
2020,12,11,50035,0
2020,13,0,57319,0
2020,13,1,57597,0
2020,13,2,56831,0
2020,13,3,56188,0
2020,13,4,55132,0
2020,13,5,53679,0
2020,13,6,52366,0
2020,13,7,52040,0
2020,13,8,50035,0
2020,13,9,50035,0
2020,13,10,50035,0
2020,13,11,50035,0
2020,13,12,50035,0
2020,1,0,12413,1
2020,2,0,15644,1
2020,2,1,17771,1
2020,3,0,20244,1
2020,3,1,20832,1
2020,3,2,20852,1
2020,4,0,26695,1
2020,4,1,27131,1
2020,4,2,26246,1
2020,4,3,26338,1
2020,5,0,32193,1
2020,5,1,32661,1
2020,5,2,31661,1
2020,5,3,30887,1
2020,5,4,30414,1
2020,6,0,37027,1
2020,6,1,37174,1
2020,6,2,36408,1
2020,6,3,35674,1
2020,6,4,34582,1
2020,6,5,33935,1
2020,7,0,42605,1
2020,7,1,42871,1
2020,7,2,41954,1
2020,7,3,41314,1
2020,7,4,40124,1
2020,7,5,38734,1
2020,7,6,37210,1
2020,8,0,47650,1
2020,8,1,48071,1
2020,8,2,47205,1
2020,8,3,46447,1
2020,8,4,45371,1
2020,8,5,44006,1
2020,8,6,42585,1
2020,8,7,42224,1
2020,9,0,57319,1
2020,9,1,57597,1
2020,9,2,56831,1
2020,9,3,56188,1
2020,9,4,55132,1
2020,9,5,53679,1
2020,9,6,52366,1
2020,9,7,52040,1
2020,9,8,50035,1
2020,10,0,57319,1
2020,10,1,57597,1
2020,10,2,56831,1
2020,10,3,56188,1
2020,10,4,55132,1
2020,10,5,53679,1
2020,10,6,52366,1
2020,10,7,52040,1
2020,10,8,50035,1
2020,10,9,50035,1
2020,11,0,57319,1
2020,11,1,57597,1
2020,11,2,56831,1
2020,11,3,56188,1
2020,11,4,55132,1
2020,11,5,53679,1
2020,11,6,52366,1
2020,11,7,52040,1
2020,11,8,50035,1
2020,11,9,50035,1
2020,11,10,50035,1
2020,12,0,57319,1
2020,12,1,57597,1
2020,12,2,56831,1
2020,12,3,56188,1
2020,12,4,55132,1
2020,12,5,53679,1
2020,12,6,52366,1
2020,12,7,52040,1
2020,12,8,50035,1
2020,12,9,50035,1
2020,12,10,50035,1
2020,12,11,50035,1
2020,13,0,57319,1
2020,13,1,57597,1
2020,13,2,56831,1
2020,13,3,56188,1
2020,13,4,55132,1
2020,13,5,53679,1
2020,13,6,52366,1
2020,13,7,52040,1
2020,13,8,50035,1
2020,13,9,50035,1
2020,13,10,50035,1
2020,13,11,50035,1
2020,13,12,50035,1
